Monit_MAP_CODE1,LAKE_NAME,Year,avg_secchi_depth,avg_total_phosphorus,mean_FIN_SQ_FT,median_FIN_SQ_FT,mean_acres,median_acres,mean_EMV_TOTAL,median_EMV_TOTAL,mean_total_tax,median_total_tax,pct_garage_yes,Percentage_Air_Cooling,Percentage_AC_Cooling,Percentage_Central_Cooling,Percentage_Other_Cooling,Percentage_No_Cooling,N,Y
27003501-01,Sweeney Lake,2014,1.442857142857143,0.050357142857142864,1149.8322309079977,1268.5,1.5316776909200387,0.43,330093.38544798555,205000.0,8007.0,3786.0,66.9573060733614,0.0,0.0,58.50871918220084,0.0,41.49128081779916,3162,164
19002700-01,Crystal Lake,2005,1.4681818181818185,0.064,2152.011070110701,2160.0,0.4209910384818104,0.31,282631.9451765946,252300.0,2717.36004217185,2360.0,0.0,0.0,0.0,0.0,0.0,100.0,1766,91
70002600-01,Lower Prior Lake,2007,2.661538461538462,0.024692307692307694,1209.5899677864704,1192.0,0.6068200644270583,0.3,329888.0809940175,249900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0,56
82005400-01,Bone Lake,2006,1.9538461538461538,0.05215384615384617,928.5140186915888,1026.0,3.991588785046729,0.11,282556.30841121497,290300.0,1938.0233644859813,1982.0,0.0,0.0,0.0,0.0,0.0,100.0,410,18
19002200-01,Long Lake,2004,1.364328125,0.0875625,2227.763041385948,2032.0,0.49301251203079205,0.32,255819.36477382097,221800.0,2384.7512993262753,2083.0,0.0,0.0,0.0,0.0,0.0,100.0,5024,120
27004201-01,Twin Lake,2009,2.12759375,0.07425,1048.4435237679895,1056.0,0.5413257740950724,0.23,225295.81334496292,181000.0,4032.9028928623347,2496.0,91.39409797935747,0.0,0.0,75.12719872074429,0.0,24.872801279255704,6682,197
82003400-01,East Boot Lake,2005,3.233071428571429,0.040357142857142855,0.0,0.0,14.753333333333334,0.19,419344.44444444444,415700.0,737.7777777777778,26.0,0.0,0.0,0.0,0.0,0.0,100.0,16,11
19044600-01,Lac Lavon Lake,2007,3.315384615384615,0.023153846153846153,2321.010867249094,2200.0,0.46544001704666,0.29,324463.05135307903,278600.0,3223.4387385467717,2867.0,0.0,0.0,0.0,0.0,0.0,100.0,4572,97
82008900-01,Markgraf Lake,2008,0.3907142857142857,0.15978571428571428,0.0,0.0,0.7605754276827276,0.09,432957.11508553656,246500.0,417430.71539657854,246500.0,0.0,0.0,0.0,0.0,0.0,100.0,2392,180
10001100-01,St. Joe Lake,2011,2.3777777777777778,0.022111111111111113,1992.728362183755,1952.0,0.6558189081225032,0.4,354874.30093209055,339700.0,4406.519307589881,4212.0,89.61384820239681,86.01864181091877,0.0,0.0,0.0,13.981358189081226,723,28
27003501-01,Sweeney Lake,2005,1.43,0.0489,0.0,0.0,0.0,0.0,346583.8049778384,238000.0,6431.522332083191,3067.0,0.0,0.0,0.0,0.0,0.0,100.0,2807,126
82003400-01,East Boot Lake,2009,2.6128571428571434,0.023999999999999997,643.4814814814815,0.0,25.807407407407418,32.49,390111.1111111111,415700.0,320370.3703703704,279800.0,0.0,0.0,0.0,0.0,0.0,100.0,13,13
19002400-01,Wood Lake,2013,1.2833333333333334,0.035083333333333334,3148.7980652962515,1548.0,0.4377952438532828,0.17,334600.6045949214,129600.0,5576.316807738815,1598.0,0.0,0.16122531237404272,2.3780733575171302,90.60862555421201,0.08061265618702136,6.771463119709795,2406,75
82009002-01,Wilmes Lake,2011,1.6090909090909091,0.06327272727272727,1729.4556083302887,1890.0,0.4640445743514749,0.3,266798.0635732554,256100.0,0.0,0.0,90.82937522835222,0.0,0.0,0.0,0.0,100.0,5216,258
82010100-01,DeMontreville Lake,2009,3.038461538461538,0.022000000000000002,1184.6020761245675,1296.0,2.730968858131486,0.81,377336.67820069205,340500.0,373848.78892733564,340000.0,0.0,0.0,0.0,0.0,0.0,100.0,249,37
82009400-01,Colby Lake,2008,0.3577777777777778,0.15922222222222226,0.0,0.0,0.5693620062370095,0.28,365875.077962578,320700.0,364985.88877338875,320700.0,0.0,0.0,0.0,0.0,0.0,100.0,7378,318
82012300-01,Bass Lake,2008,2.0572142857142857,0.04421428571428572,0.0,0.0,6.945306122448974,5.0,417766.472303207,444500.0,399957.72594752186,439200.0,0.0,0.0,0.0,0.0,0.0,100.0,332,11
82012200-01,Pine Tree Lake,2006,2.388888888888889,0.03477777777777778,2171.173601147776,2401.0,2.784720229555237,0.09,555854.3758967002,537400.0,4593.652797704448,4176.0,0.0,0.0,0.0,0.0,0.0,100.0,681,16
19002500-01,Keller Lake,2014,0.8214285714285715,0.08928571428571429,2219.6393720831566,2004.0,0.4023886296139143,0.28,251576.66525243953,212900.0,3024.264319049639,2557.0,0.0,0.0,0.2545608824777259,93.72083156554942,0.0,6.0246075519728475,2301,56
19002900-01,Lee Lake,2011,2.4,0.0377,2739.9675889328064,2027.0,0.7618577075098811,0.32,316346.56126482214,207800.0,5925.120948616601,2568.0,0.0,0.0,0.0,0.0,0.0,100.0,1173,92
10001100-01,St. Joe Lake,2006,2.6555555555555554,0.03888888888888889,1997.8630872483222,1952.0,0.6944295302013429,0.4,380440.26845637587,366800.0,3943.8093959731546,3893.0,87.24832214765101,84.96644295302013,0.0,0.0,0.0,15.033557046979865,0,0
82015900-01,Forest Lake,2011,1.5812499999999996,0.03746875000000001,917.5030674846626,984.0,0.7471684756960897,0.27,208378.9995280793,150900.0,0.0,0.0,57.10240679565833,0.0,0.0,0.0,0.0,100.0,3838,398
27003501-01,Sweeney Lake,2008,1.4166666666666667,0.041166666666666664,0.0,0.0,1.5562831594634925,0.43,415800.1192250373,274000.0,7318.218181818182,3551.0,0.0,0.0,0.0,0.0,0.0,100.0,3189,166
82008700-01,Regional Park Lake,2014,2.513333333333333,0.0515,1186.337962962963,1176.0,5.031736111111114,0.3,325768.98148148146,225800.0,0.0,0.0,81.25,0.0,0.0,0.0,0.0,100.0,0,0
19003300-01,Earley Lake,2012,1.9166666666666667,0.05575,4717.389568576948,1959.0,0.6875048293625159,0.26,476592.72376046365,185650.0,11887.620734063104,2464.5,0.0,0.128783000643915,5.730843528654217,86.92852543464262,0.0,7.21184803605924,3029,77
82009700-01,La Lake,2012,1.4909090909090907,0.10072727272727272,1687.1063960639606,1678.0,1.3509686346863623,0.26,254868.81918819188,230650.0,0.0,0.0,77.58302583025831,0.0,0.18450184501845018,0.0,0.0,99.81549815498155,8,0
82009700-01,La Lake,2009,0.9624999999999999,0.133875,1613.689213893967,1601.0,1.3984795856185135,0.26,300794.0585009141,272300.0,296225.5795246801,270850.0,0.18281535648994515,0.0,0.18281535648994515,0.0,0.0,99.81718464351006,3089,175
02000500-01,George Watch Lake,2014,0.7166666666666666,0.10877777777777778,1849.4732069249794,1242.0,2.259175597691672,0.57,215637.5927452597,188900.0,3313.685902720528,2247.0,72.30008244023082,0.0,0.0,0.0,0.0,100.0,1117,96
10009500-01,Swede Lake,2007,0.35000000000000003,0.2837692307692307,1480.7333333333333,1622.0,36.25499999999997,13.745000000000001,493528.0,378000.0,2561.94,2305.0,33.33333333333333,46.666666666666664,1.3333333333333335,0.0,0.0,52.0,0,0
19002100-01,Alimagnet Lake,2014,0.9666666666666668,0.0825,2248.8165878096297,2047.0,0.5298858892290521,0.29,254615.08488728083,216800.0,2823.6379070414696,2660.0,0.0,0.0,1.057612023378792,94.6562760924019,0.0,4.2861118842193155,3517,76
19002100-01,Alimagnet Lake,2006,0.525,0.15437499999999998,2191.6988248155235,2022.0,0.5203006285870402,0.29,293322.0552063405,249100.0,2913.125444110413,2624.0,0.0,0.0,0.0,0.0,0.0,100.0,3527,68
82003400-01,East Boot Lake,2012,4.338333333333333,0.035666666666666666,668.2307692307693,0.0,26.94307692307693,34.61,362346.1538461539,415700.0,0.0,0.0,23.076923076923077,0.0,0.0,0.0,0.0,100.0,0,0
82036800-01,Klawitter Pond,2008,0.5969230769230769,0.09246153846153846,0.0,0.0,3.7903001876172597,1.78,420461.35084427765,398100.0,412444.84052532836,395900.0,0.0,0.0,0.0,0.0,0.0,100.0,523,10
10012100-01,Eagle Lake,2012,2.1972727272727273,0.09690909090909092,1165.0077519379845,1324.0,37.55217054263563,8.95,359670.54263565893,255800.0,2177.751937984496,2098.0,65.11627906976744,43.41085271317829,0.0,0.0,0.0,56.58914728682171,119,10
82009200-01,Powers Lake,2010,2.46,0.048785714285714286,1715.0434083601285,1777.0,0.6701768488745976,0.3,384036.97749196144,284800.0,0.0,0.0,76.20578778135048,0.0,0.0,0.0,0.0,100.0,1120,124
10001900-01,Bavaria Lake,2010,1.5066666666666668,0.03586666666666668,1706.8958683238159,1810.0,1.2317735975814639,0.28,316038.73026536783,255500.0,4078.3164259321466,3404.0,36.04299630500504,73.09371850856567,0.0,0.0,0.13436345314074571,26.771918038293585,2874,103
27071100-01,Westwood Lake,2011,1.08375,0.033875,935.9857932123125,1008.0,3.6994731649565775,0.3,347323.12549329124,211400.0,7974.16318074191,2870.0,64.8382004735596,0.0,0.0,55.44593528018943,0.0,44.554064719810576,4948,120
82015300-01,Sunset Lake,2010,3.15,0.02025,1602.0943396226414,1605.5,7.059716981132078,5.0,333817.6100628931,323350.0,0.0,0.0,74.84276729559748,0.0,0.0,0.0,0.0,100.0,594,42
82036800-01,Klawitter Pond,2009,0.6192857142857141,0.1504285714285714,1629.7260787992495,1796.0,3.7456472795497198,1.78,393230.95684803004,359200.0,388994.55909943715,358600.0,0.0,0.0,0.0,0.0,0.0,100.0,513,10
19003300-01,Earley Lake,2005,1.6285714285714286,0.06057142857142857,4601.07552,1890.0,0.6826687999999926,0.26,471942.272,231800.0,8969.6624,2115.0,0.0,0.0,0.0,0.0,0.0,100.0,3013,80
27003501-01,Sweeney Lake,2012,1.1888888888888889,0.047333333333333324,1170.2641395908545,1268.5,1.5187876052948268,0.43,342373.22503008426,227000.0,7570.87274368231,3793.0,80.47533092659447,0.0,0.0,61.612515042117934,0.0,38.387484957882066,3160,164
10005200-01,Reitz Lake,2008,2.2,0.055833333333333346,1301.4935064935064,0.0,7.333194805194808,0.62,334688.44155844155,203700.0,2320.838961038961,672.0,20.909090909090907,33.76623376623377,0.0,0.0,0.2597402597402597,65.97402597402598,0,0
82002000-01,McKusick Lake,2011,2.407,0.06680000000000001,1144.6842911877395,1194.5,0.5680957854406222,0.26,215811.83908045976,187100.0,0.0,0.0,51.455938697318004,0.0,0.0,0.0,0.0,100.0,4828,390
19002200-01,Long Lake,2007,1.7337656249999998,0.10267187499999998,2275.4016567135427,2056.0,0.4915565401656648,0.32,302888.4415334232,265600.0,3097.440955499904,2791.0,0.0,0.0,0.0,0.0,0.0,100.0,5027,118
82002000-01,McKusick Lake,2007,2.1010000000000004,0.05828571428571429,0.0,0.0,0.0,0.0,248518.3041435284,219500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0,0
82013700-01,Fish Lake,2011,1.760975609756097,0.07307317073170733,1911.1990049751244,2020.0,3.939860696517413,0.48,319343.78109452734,283300.0,1666.0119402985074,0.0,84.77611940298507,0.0,47.76119402985074,0.0,0.0,52.23880597014925,941,64
82012200-01,Pine Tree Lake,2009,3.233333333333333,0.019166666666666665,2261.5925394548062,2449.0,5.752682926829265,2.76,536790.1004304161,504200.0,528062.9842180775,494000.0,0.0,0.0,0.0,0.0,0.0,100.0,674,18
82003400-01,East Boot Lake,2010,3.504285714285714,0.032857142857142856,668.2307692307693,0.0,26.96769230769232,34.64,398223.07692307694,415700.0,0.0,0.0,23.076923076923077,0.0,0.0,0.0,0.0,100.0,12,14
82008700-01,Regional Park Lake,2009,2.460285714285714,0.05228571428571428,1162.3628013777268,1158.0,5.0263834672789836,0.29,325043.168771527,224800.0,315083.3524684271,224400.0,0.0,0.0,0.0,0.0,0.0,100.0,785,73
82010100-01,DeMontreville Lake,2013,3.7153846153846146,0.013692307692307691,1253.3453237410072,1322.0,2.841007194244605,0.84,343197.12230215827,298100.0,0.0,0.0,53.956834532374096,0.0,0.0,0.0,0.0,100.0,0,0
82015300-01,Sunset Lake,2012,3.164285714285714,0.025428571428571432,1606.5880503144654,1605.5,7.024371069182394,5.0,307831.1320754717,290000.0,0.0,0.0,74.52830188679245,0.0,0.0,0.0,0.0,100.0,0,0
19002700-01,Crystal Lake,2004,1.9400000000000002,0.04,2120.8870712401053,2132.0,0.4196147757255911,0.31,251527.38786279684,229300.0,2579.7007915567283,2217.0,0.0,0.0,0.0,0.0,0.0,100.0,1764,91
82010400-01,Jane Lake,2010,4.533333333333334,0.014888888888888889,1577.6991150442477,1566.0,2.5048967551622434,1.12,336265.4867256637,329800.0,0.0,0.0,78.17109144542773,0.0,0.0,0.0,0.0,100.0,646,32
70002600-01,Lower Prior Lake,2005,3.7416666666666667,0.021916666666666664,1191.1046565237436,1184.0,0.6084140156754266,0.3,278600.4610419548,227200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0,58
10001900-01,Bavaria Lake,2011,2.5733333333333333,0.037133333333333345,1701.745212593314,1810.0,1.2004446608244128,0.27,285506.9782538137,235900.0,3915.199610516066,3236.0,71.43784485556638,72.63875365141188,0.0,0.0,0.12982797792924375,27.23141837065888,2968,113
82009400-01,Colby Lake,2004,0.6399999999999999,0.2571,0.0,0.0,0.30271783113029005,0.0,319157.28351766925,284400.0,3279.0606959805773,3021.0,0.0,0.0,0.0,0.0,0.0,100.0,7134,280
19002100-01,Alimagnet Lake,2011,1.25,0.05741666666666667,2238.1947148817803,2040.0,0.5295910987482565,0.29,252232.43393602225,206500.0,2855.658970792768,2572.0,0.0,0.0,0.0,0.0,0.0,100.0,3521,74
27071100-01,Westwood Lake,2004,1.275,0.037500000000000006,0.0,0.0,0.0,0.0,319913.9338654504,185000.0,7223.03078677309,2191.0,0.0,0.0,0.0,0.0,0.0,100.0,4266,119
19002400-01,Wood Lake,2008,1.8458333333333332,0.05766666666666669,5355.5607072691555,1548.0,0.43117092337917257,0.17,388558.0746561886,178300.0,5388.65815324165,1840.0,0.0,0.0,0.0,0.0,0.0,100.0,2434,87
82009400-01,Colby Lake,2013,0.6638461538461538,0.1566923076923077,1929.430818382895,1911.0,0.6087245023347312,0.3,288425.2150405505,265000.0,0.0,0.0,86.4585893339887,0.0,0.0,0.0,0.0,100.0,0,0
10001100-01,St. Joe Lake,2012,2.6714285714285717,0.016285714285714285,2003.8521970705726,1968.0,0.6558189081225033,0.4,353374.16777629824,340800.0,4473.717709720373,4284.0,89.88015978695073,86.28495339547271,0.0,0.0,0.0,13.715046604527299,723,28
19002700-01,Crystal Lake,2009,2.2733333333333334,0.03053333333333334,2168.0522979397783,2162.0,0.42311146328578664,0.31,281629.00158478605,240800.0,3406.7120972002112,2746.0,0.0,0.0,0.0,0.0,0.0,100.0,1763,92
82008700-01,Regional Park Lake,2011,2.4785714285714286,0.061571428571428576,1187.9767441860465,1176.0,5.055790697674418,0.3,300526.0465116279,203350.0,0.0,0.0,81.3953488372093,0.0,0.0,0.0,0.0,100.0,782,78
82010400-01,Jane Lake,2011,3.8949999999999996,0.022000000000000002,1585.1554252199414,1580.0,2.312844574780061,1.12,305882.69794721407,296500.0,0.0,0.0,78.2991202346041,0.0,0.0,0.0,0.0,100.0,648,34
82009700-01,La Lake,2004,2.183333333333333,0.09100000000000001,3.5370088333841,0.0,0.7189003959792805,0.04,243402.04081632654,232600.0,2024.2966798659763,2024.0,0.0,0.06091989034419738,0.0,0.0,0.0,99.9390801096558,3112,171
82011602-01,Armstrong Lake,2012,0.9857142857142857,0.04871428571428572,1186.177199504337,1236.5,1.2540086741016094,0.28,305020.8798017348,144100.0,0.0,0.0,70.50805452292441,0.0,0.0,0.0,0.0,100.0,0,0
82010100-01,DeMontreville Lake,2005,3.1352857142857147,0.028142857142857143,0.0,0.0,1.3208026755852844,0.03,352520.7357859532,337500.0,2305.6588628762543,2530.0,0.0,0.0,0.0,0.0,0.0,100.0,258,41
19002400-01,Wood Lake,2009,1.8644444444444441,0.03755555555555555,5301.211787819253,1548.0,0.4311552062868335,0.17,369728.76227897836,160000.0,5474.9713163064835,1798.0,0.0,0.0,0.0,0.0,0.0,100.0,2432,89
82011602-01,Armstrong Lake,2009,1.114285714285714,0.05892857142857144,1188.6160108548167,1294.0,1.22243215739484,0.22,369971.1668928087,210800.0,368856.37720488466,210800.0,0.0,0.0,0.0,0.0,0.0,100.0,2574,354
10012100-01,Eagle Lake,2010,0.6071428571428571,0.11492857142857145,1192.8174603174602,1346.0,37.26261904761902,8.53,333988.8888888889,286300.0,2193.7936507936506,2228.0,34.12698412698413,43.65079365079365,0.0,0.0,0.0,56.34920634920635,116,10
02000500-01,George Watch Lake,2012,0.35900000000000004,0.26489999999999997,1811.5766362883182,1228.0,2.2709030654515305,0.57,200414.33305716654,175900.0,3460.0646230323114,2204.0,70.33968516984258,0.0,0.0,0.0,0.0,100.0,1109,98
10005200-01,Reitz Lake,2004,1.9363636363636365,0.10909090909090909,1303.3333333333333,1240.0,14.58602564102564,2.62,302499.23076923075,247450.0,1862.5692307692307,1631.0,73.07692307692307,0.0,0.0,0.0,0.0,100.0,0,0
19002400-01,Wood Lake,2010,2.293846153846154,0.03992307692307692,2371.9257503949448,1548.0,0.43745260663507024,0.17,346309.3206951027,144200.0,5636.456951026857,1753.0,0.0,0.0,0.0,0.0,0.0,100.0,2436,73
82036800-01,Klawitter Pond,2011,0.7445454545454546,0.09699999999999999,1679.2730769230768,1820.0,3.8667692307692305,1.855,359353.8461538461,329450.0,0.0,0.0,73.84615384615385,0.0,0.0,0.0,0.0,100.0,504,14
19002601-01,Marion Lake,2013,1.9923076923076921,0.023923076923076922,2473.503214826021,2264.0,0.9381032526475173,0.34,279137.2352496218,242400.0,3728.1641452344934,2887.0,0.0,0.22692889561270801,1.248108925869894,83.88804841149773,0.0,14.636913767019665,5033,255
82033400-01,Kismet Lake,2006,1.8405384615384617,0.06776923076923078,1255.2883435582821,1444.0,6.243926380368096,0.02,402806.13496932515,412700.0,2226.8957055214723,2196.0,0.0,0.0,0.0,0.0,0.0,100.0,156,7
82008900-01,Markgraf Lake,2013,0.4165384615384615,0.107,1429.4367892976588,1474.0,0.8915585284280829,0.24,349283.6120401338,172600.0,0.0,0.0,77.79264214046823,0.0,0.0,0.0,0.0,100.0,0,0
82002000-01,McKusick Lake,2005,1.8396428571428576,0.05485714285714286,0.0,0.0,0.26926237161531147,0.0,231444.09430438842,197600.0,2308.995564892624,1853.0,0.0,0.0,0.0,0.0,0.0,100.0,3945,339
82015900-01,Forest Lake,2005,1.87595,0.03882500000000001,0.0,0.0,0.38275920956330794,0.0,211291.3881434496,170100.0,1836.3839960966088,1292.0,0.0,0.0,0.0,0.0,0.0,100.0,3741,358
82010100-01,DeMontreville Lake,2004,2.7428571428571433,0.0205,0.0,0.0,1.3033993399339932,0.03,325785.8085808581,301900.0,1998.5346534653465,2018.0,0.0,0.0,0.0,0.0,0.0,100.0,264,39
19044600-01,Lac Lavon Lake,2014,4.08,0.00946666666666667,2414.7302744425388,2273.0,0.4693374785591694,0.29,281202.22984562605,239200.0,3275.06282161235,2883.5,0.0,0.0,0.1286449399656947,95.60463121783876,0.0,4.266723842195541,4566,98
82009400-01,Colby Lake,2006,0.6428571428571429,0.2541428571428571,1870.459234828496,1940.0,0.2957255936675421,0.0,362315.26385224273,320900.0,3787.209234828496,3552.0,0.0,0.0,0.0,0.0,0.0,100.0,7278,302
19002700-01,Crystal Lake,2014,1.9600000000000002,0.024400000000000005,2245.6332794830373,2192.0,0.4390360796984359,0.32,270669.7899838449,238000.0,3357.570813139472,2759.0,0.0,0.0,0.5385029617662896,87.93753365643511,0.0,11.5239633817986,1763,94
27004201-01,Twin Lake,2006,0.7058823529411765,0.15494117647058822,0.0,0.0,0.0,0.0,225142.44688644688,176600.0,3885.1790476190477,2277.0,0.0,0.0,0.0,0.0,0.0,100.0,6641,184
82008900-01,Markgraf Lake,2007,0.39999999999999997,0.15699999999999997,0.0,0.0,0.0,0.0,399197.0735463997,225400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0,0
82009400-01,Colby Lake,2009,0.5333333333333333,0.12533333333333332,1936.9048856548857,1962.5,0.5693451143451165,0.28,346746.11486486485,301750.0,346540.94334719336,301650.0,0.0,0.0,0.0,0.0,0.0,100.0,7370,320
19002400-01,Wood Lake,2007,1.8169230769230775,0.06076923076923076,5273.027745212974,1548.0,0.4288120359515431,0.17,389205.4318093005,182100.0,5237.440797186401,1835.0,0.0,0.0,0.0,0.0,0.0,100.0,2448,85
82011602-01,Armstrong Lake,2005,1.055785714285714,0.055785714285714286,0.0,0.0,0.669943918682087,0.0,315475.2190676481,211100.0,4332.443042411497,1832.0,0.0,0.0,0.0,0.0,0.0,100.0,2514,339
19002900-01,Lee Lake,2006,1.85,0.0727857142857143,2541.3400464756005,1980.0,0.7496746707978303,0.31,339300.4647560031,250800.0,4631.10844306739,2416.0,0.0,0.0,0.0,0.0,0.0,100.0,1175,92
19002400-01,Wood Lake,2011,1.1416666666666664,0.04850000000000001,3056.50219210841,1548.0,0.4415025906735724,0.17,343284.2965324831,139900.0,5567.0,1672.0,0.0,0.0,0.0,0.0,0.0,100.0,2434,75
82011602-01,Armstrong Lake,2006,1.044857142857143,0.089,1173.353591160221,1242.0,0.6599930939226499,0.0,350404.1091160221,226750.0,4797.58908839779,1962.0,0.0,0.0,0.0,0.0,0.0,100.0,2558,338
82005400-01,Bone Lake,2004,1.6654285714285717,0.05500000000000001,0.0,0.0,3.9730930232558137,0.11,234216.51162790696,245100.0,1523.7162790697676,1506.0,0.0,0.0,0.0,0.0,0.0,100.0,412,18
82002000-01,McKusick Lake,2008,1.9460769230769233,0.05700000000000001,0.0,0.0,0.4717638266068767,0.2,250115.84454409566,217700.0,248803.37390561606,217700.0,0.0,0.0,0.0,0.0,0.0,100.0,4308,371
82009700-01,La Lake,2007,1.2642857142857145,0.11592857142857145,3.918342474101158,0.0,0.0,0.0,313829.5551492992,287750.0,10.424131627056672,0.0,0.0,0.06093845216331505,0.0,0.0,0.0,99.93906154783669,8,0
82009002-01,Wilmes Lake,2008,1.1090909090909091,0.07872727272727272,0.0,0.0,0.39828603645930355,0.28,317346.85209547076,301500.0,317319.3008832926,301500.0,0.0,0.0,0.0,0.0,0.0,100.0,5065,254
82009200-01,Powers Lake,2013,4.8369230769230755,0.024692307692307697,1747.733547351525,1777.0,0.6698394863563397,0.3,377119.5826645265,282700.0,0.0,0.0,77.68860353130016,0.0,0.0,0.0,0.0,100.0,0,0
82033400-01,Kismet Lake,2005,2.0682857142857145,0.033571428571428565,0.0,0.0,6.243926380368097,0.02,386850.92024539877,409000.0,2070.674846625767,2092.0,0.0,0.0,0.0,0.0,0.0,100.0,156,7
70002600-01,Lower Prior Lake,2013,3.436363636363636,0.01890909090909091,1204.3247351450943,1196.0,0.6074712114233046,0.3,314219.8526024873,219300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2115,56
82005400-01,Bone Lake,2011,1.5266666666666668,0.05026666666666667,1008.5121951219512,1100.0,7.133707317073176,2.01,229921.46341463414,234500.0,0.0,0.0,58.048780487804876,0.0,0.0,0.0,0.0,100.0,366,44
10005200-01,Reitz Lake,2012,1.2999999999999998,0.105,1639.093399750934,1328.0,6.669066002490659,0.51,274403.3623910336,194100.0,4995.561643835616,1778.0,55.91531755915318,49.31506849315068,0.0,0.0,0.37359900373599003,50.31133250311333,736,67
27062700-01,Northwood Lake,2009,1.0499999999999998,0.19760000000000003,1147.0291837022417,1152.0,0.5225997462286609,0.24,283610.39052587055,226000.0,4721.139433244043,3058.0,90.11701677710418,0.0,0.0,80.5582969124489,0.0,19.441703087551108,6932,161
82010400-01,Jane Lake,2014,4.2,0.0165,1585.1554252199414,1580.0,2.31284457478006,1.12,336548.97360703815,330800.0,0.0,0.0,78.2991202346041,0.0,0.0,0.0,0.0,100.0,0,0
19002400-01,Wood Lake,2014,1.333333333333333,0.03488888888888889,3331.6785857774207,1548.0,0.44502611490558397,0.17,373686.09883487347,146400.0,5924.796303736441,1630.0,0.0,0.16070711128967458,2.5311370028123745,90.47810365608679,0.08035355564483729,6.749698674166332,2412,77
82008700-01,Regional Park Lake,2008,2.199142857142857,0.07614285714285715,0.0,0.0,4.727003444316869,0.29,346361.99770378874,247300.0,328792.766934558,246800.0,0.0,0.0,0.0,0.0,0.0,100.0,798,73
10001900-01,Bavaria Lake,2012,1.7291666666666667,0.04833333333333333,1748.7341463414634,1813.0,1.171402439024395,0.27,271915.8841463415,228100.0,3851.9573170731705,3073.0,72.16463414634147,73.29268292682927,0.0,0.0,0.09146341463414635,26.615853658536587,3154,124
27005300-01,Cobblecrest Lake,2009,0.285,0.1738,941.7428688974219,1072.0,0.9426974766867608,0.22,274896.94185408665,215000.0,3698.957213384531,2504.0,69.87109160724081,0.0,0.0,54.49808008776742,0.0,45.50191991223259,6828,464
10001100-01,St. Joe Lake,2010,2.15,0.022285714285714287,1988.600532623169,1952.0,0.6558189081225034,0.4,372091.0785619175,354300.0,4297.494007989348,4136.0,45.13981358189081,86.01864181091877,0.0,0.0,0.0,13.981358189081226,723,28
82012200-01,Pine Tree Lake,2005,2.272727272727273,0.024,0.0,0.0,2.7688302425107,0.07,530200.5706134094,514900.0,4220.43937232525,3900.0,0.0,0.0,0.0,0.0,0.0,100.0,685,16
10012100-01,Eagle Lake,2013,0.5875,0.2085,1207.4728682170542,1370.0,37.29527131782943,8.95,367343.41085271316,258200.0,2052.031007751938,2002.0,65.89147286821705,43.41085271317829,0.0,0.0,0.0,56.58914728682171,119,10
82012300-01,Bass Lake,2006,2.4520476190476197,0.05347619047619049,1444.6822157434403,1628.0,3.788104956268221,0.17,366312.5364431487,399600.0,2715.591836734694,3000.0,0.0,0.0,0.0,0.0,0.0,100.0,332,11
82010400-01,Jane Lake,2004,5.006666666666666,0.010666666666666668,0.0,0.0,1.4440469208211146,0.16499999999999998,317531.5249266862,317700.0,2323.8944281524928,2403.0,0.0,0.0,0.0,0.0,0.0,100.0,656,26
82010100-01,DeMontreville Lake,2012,3.3766666666666665,0.022466666666666673,1259.179856115108,1322.0,2.8383453237410072,0.84,344633.09352517984,301800.0,0.0,0.0,54.67625899280576,0.0,0.0,0.0,0.0,100.0,0,0
82009200-01,Powers Lake,2014,2.4133333333333336,0.034,1748.6859903381642,1777.0,0.671062801932367,0.3,428151.0466988728,323000.0,0.0,0.0,77.77777777777779,0.0,0.0,0.0,0.0,100.0,0,0
19002500-01,Keller Lake,2007,1.6500000000000001,0.06366666666666666,2211.090755593077,1990.0,0.400367243562683,0.28,295118.06669480796,245300.0,3046.058674546222,2554.0,0.0,0.0,0.0,0.0,0.0,100.0,2303,56
82009002-01,Wilmes Lake,2005,0.9600000000000002,0.0875,0.0,0.0,0.21035687453042604,0.0,308537.0773854245,300500.0,3331.987791134485,2894.0,0.0,0.0,0.0,0.0,0.0,100.0,5068,256
19002300-01,Farquar Lake,2006,0.6923076923076923,0.14661538461538462,2705.846882640587,2757.0,0.8380042787286073,0.33,369667.9706601467,344050.0,4041.6164425427874,3842.0,0.0,0.0,0.0,0.0,0.0,100.0,3198,42
19002700-01,Crystal Lake,2012,2.0142857142857142,0.03457142857142857,2245.267097469036,2190.0,0.4390360796984358,0.32,238648.08831448574,207500.0,3398.0005385029617,2700.0,0.0,0.0,0.5385029617662896,87.93753365643511,0.0,11.5239633817986,1763,94
82010300-01,Olson Lake,2005,2.8955714285714285,0.030571428571428572,0.0,0.0,0.6610230466554232,0.0,267475.43563799886,241700.0,2421.000562113547,2098.0,0.0,0.0,0.0,0.0,0.0,100.0,1724,55
